Index	Genetic_ID	Source	Date_mean	Group_ID	Locality	Country	Latitude	Longitude	Sex	Culture
HG02017.SG	HG02017	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02019.SG	HG02019	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02020.SG	HG02020	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02023.SG	HG02023	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02024.SG	HG02024	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02025.SG	HG02025	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02026.SG	HG02026	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02028.SG	HG02028	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02029.SG	HG02029	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02031.SG	HG02031	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02032.SG	HG02032	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02035.SG	HG02035	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02040.SG	HG02040	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02046.SG	HG02046	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02047.SG	HG02047	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02048.SG	HG02048	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02049.SG	HG02049	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02050.SG	HG02050	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02051.SG	HG02051	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02052.SG	HG02052	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02053.SG	HG02053	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02054.SG	HG02054	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02057.SG	HG02057	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02058.SG	HG02058	1KGPhase3	0	KHV_o.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02060.SG	HG02060	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02061.SG	HG02061	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02064.SG	HG02064	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02067.SG	HG02067	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02069.SG	HG02069	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02070.SG	HG02070	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02072.SG	HG02072	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02073.SG	HG02073	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02075.SG	HG02075	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02076.SG	HG02076	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02078.SG	HG02078	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02079.SG	HG02079	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02081.SG	HG02081	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02082.SG	HG02082	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02084.SG	HG02084	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02085.SG	HG02085	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02086.SG	HG02086	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02087.SG	HG02087	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02088.SG	HG02088	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02089.SG	HG02089	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	F	no
HG02090.SG	HG02090	1KGPhase3	0	PEL_SomeAfrican.SG	Lima	Peru	..	..	M	no
HG02095.SG	HG02095	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02102.SG	HG02102	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	F	no
HG02104.SG	HG02104	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	M	no
HG02105.SG	HG02105	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	F	no
HG02107.SG	HG02107	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02108.SG	HG02108	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02111.SG	HG02111	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02113.SG	HG02113	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02116.SG	HG02116	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02121.SG	HG02121	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02122.SG	HG02122	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02127.SG	HG02127	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02128.SG	HG02128	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02130.SG	HG02130	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02131.SG	HG02131	1KGPhase3	0	KHV_o.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02133.SG	HG02133	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02134.SG	HG02134	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02136.SG	HG02136	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02137.SG	HG02137	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02138.SG	HG02138	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02139.SG	HG02139	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02140.SG	HG02140	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02141.SG	HG02141	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02142.SG	HG02142	1KGPhase3	0	KHV_o.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02143.SG	HG02143	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02144.SG	HG02144	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02146.SG	HG02146	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	M	no
HG02147.SG	HG02147	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	F	no
HG02150.SG	HG02150	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	M	no
HG02151.SG	HG02151	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	F	no
HG02152.SG	HG02152	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	F	no
HG02153.SG	HG02153	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	F	no
HG02154.SG	HG02154	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	F	no
HG02155.SG	HG02155	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	F	no
HG02156.SG	HG02156	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	F	no
HG02164.SG	HG02164	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	F	no
HG02165.SG	HG02165	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	F	no
HG02166.SG	HG02166	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	F	no
HG02178.SG	HG02178	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	F	no
HG02179.SG	HG02179	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	F	no
HG02180.SG	HG02180	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	F	no
HG02181.SG	HG02181	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	F	no
HG02182.SG	HG02182	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	F	no
HG02184.SG	HG02184	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	F	no
HG02185.SG	HG02185	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	F	no
HG02186.SG	HG02186	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	F	no
HG02187.SG	HG02187	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	F	no
HG02188.SG	HG02188	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	F	no
HG02190.SG	HG02190	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	F	no
HG02215.SG	HG02215	1KGPhase3	0	GBR.SG	..	Great Britain	..	..	F	no
HG02219.SG	HG02219	1KGPhase3	0	IBS.SG	..	Spain	..	..	M	IBS_0
HG02220.SG	HG02220	1KGPhase3	0	IBS.SG	..	Spain	..	..	F	IBS_0
HG02221.SG	HG02221	1KGPhase3	0	IBS.SG	..	Spain	..	..	M	IBS_0
HG02223.SG	HG02223	1KGPhase3	0	IBS.SG	..	Spain	..	..	F	IBS_0
HG02224.SG	HG02224	1KGPhase3	0	IBS.SG	..	Spain	..	..	M	IBS_0
HG02230.SG	HG02230	1KGPhase3	0	IBS.SG	..	Spain	..	..	F	IBS_0
HG02231.SG	HG02231	1KGPhase3	0	IBS.SG	..	Spain	..	..	M	IBS_0
HG02232.SG	HG02232	1KGPhase3	0	IBS.SG	..	Spain	..	..	F	IBS_0
HG02233.SG	HG02233	1KGPhase3	0	IBS.SG	..	Spain	..	..	M	IBS_0
HG02235.SG	HG02235	1KGPhase3	0	IBS.SG	..	Spain	..	..	F	IBS_0
HG02236.SG	HG02236	1KGPhase3	0	IBS.SG	..	Spain	..	..	M	IBS_0
HG02238.SG	HG02238	1KGPhase3	0	IBS.SG	..	Spain	..	..	M	IBS_0
HG02239.SG	HG02239	1KGPhase3	0	IBS.SG	..	Spain	..	..	F	IBS_0
HG02250.SG	HG02250	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02252.SG	HG02252	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	F	no
HG02253.SG	HG02253	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	M	no
HG02255.SG	HG02255	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02256.SG	HG02256	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02259.SG	HG02259	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	M	no
HG02260.SG	HG02260	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	F	no
HG02262.SG	HG02262	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	M	no
HG02265.SG	HG02265	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	M	no
HG02266.SG	HG02266	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	F	no
HG02271.SG	HG02271	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	M	no
HG02272.SG	HG02272	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	F	no
HG02274.SG	HG02274	1KGPhase3	0	PEL_SomeAfrican.SG	Lima	Peru	..	..	M	no
HG02275.SG	HG02275	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	F	no
HG02277.SG	HG02277	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	M	no
HG02278.SG	HG02278	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	F	no
HG02281.SG	HG02281	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02282.SG	HG02282	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02283.SG	HG02283	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02284.SG	HG02284	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02285.SG	HG02285	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	M	no
HG02286.SG	HG02286	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	F	no
HG02291.SG	HG02291	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	M	no
HG02292.SG	HG02292	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	F	no
HG02298.SG	HG02298	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	F	no
HG02299.SG	HG02299	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	M	no
HG02301.SG	HG02301	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	F	no
HG02304.SG	HG02304	1KGPhase3	0	PEL_SomeAfrican.SG	Lima	Peru	..	..	M	no
HG02307.SG	HG02307	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02308.SG	HG02308	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02309.SG	HG02309	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02312.SG	HG02312	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	F	no
HG02314.SG	HG02314	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02315.SG	HG02315	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02317.SG	HG02317	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02318.SG	HG02318	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02322.SG	HG02322	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02323.SG	HG02323	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02325.SG	HG02325	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02330.SG	HG02330	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02332.SG	HG02332	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02334.SG	HG02334	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02337.SG	HG02337	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02339.SG	HG02339	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02343.SG	HG02343	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02345.SG	HG02345	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	F	no
HG02348.SG	HG02348	1KGPhase3	0	PEL.SG	Lima	Peru	..	..	F	no
HG02351.SG	HG02351	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02353.SG	HG02353	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02355.SG	HG02355	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02356.SG	HG02356	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02360.SG	HG02360	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02363.SG	HG02363	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02364.SG	HG02364	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02367.SG	HG02367	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02371.SG	HG02371	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02372.SG	HG02372	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02373.SG	HG02373	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02374.SG	HG02374	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02375.SG	HG02375	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02377.SG	HG02377	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02379.SG	HG02379	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02380.SG	HG02380	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02381.SG	HG02381	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02382.SG	HG02382	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02383.SG	HG02383	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02384.SG	HG02384	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02385.SG	HG02385	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02386.SG	HG02386	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02387.SG	HG02387	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02388.SG	HG02388	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02389.SG	HG02389	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02390.SG	HG02390	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02391.SG	HG02391	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02392.SG	HG02392	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02394.SG	HG02394	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02395.SG	HG02395	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02396.SG	HG02396	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02397.SG	HG02397	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02398.SG	HG02398	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02399.SG	HG02399	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02401.SG	HG02401	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02402.SG	HG02402	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02406.SG	HG02406	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02407.SG	HG02407	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02408.SG	HG02408	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02409.SG	HG02409	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02410.SG	HG02410	1KGPhase3	0	CDX.SG	Dai Xishuangbanna	China	..	..	M	no
HG02419.SG	HG02419	1KGPhase3	0	ACB_o2.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02420.SG	HG02420	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02425.SG	HG02425	1KGPhase3	0	PEL_SomeAfrican.SG	Lima	Peru	..	..	F	no
HG02427.SG	HG02427	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02429.SG	HG02429	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02433.SG	HG02433	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02439.SG	HG02439	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02442.SG	HG02442	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02445.SG	HG02445	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02449.SG	HG02449	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02450.SG	HG02450	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02455.SG	HG02455	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02461.SG	HG02461	1KGPhase3	0	GWD.SG	Western Divisions	Gambia	..	..	M	no
HG02462.SG	HG02462	1KGPhase3	0	GWD.SG	Western Divisions	Gambia	..	..	F	no
HG02464.SG	HG02464	1KGPhase3	0	GWD.SG	Western Divisions	Gambia	..	..	M	no
HG02465.SG	HG02465	1KGPhase3	0	GWD.SG	Western Divisions	Gambia	..	..	F	no
HG02470.SG	HG02470	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02471.SG	HG02471	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02476.SG	HG02476	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02477.SG	HG02477	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02479.SG	HG02479	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02481.SG	HG02481	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02484.SG	HG02484	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02485.SG	HG02485	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02489.SG	HG02489	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02490.SG	HG02490	1KGPhase3	0	PJL.SG	..	Pakistan	..	..	M	no
HG02491.SG	HG02491	1KGPhase3	0	PJL.SG	..	Pakistan	..	..	F	no
HG02493.SG	HG02493	1KGPhase3	0	PJL.SG	..	Pakistan	..	..	M	no
HG02494.SG	HG02494	1KGPhase3	0	PJL.SG	..	Pakistan	..	..	F	no
HG02496.SG	HG02496	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02497.SG	HG02497	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02501.SG	HG02501	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02502.SG	HG02502	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02505.SG	HG02505	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02508.SG	HG02508	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02511.SG	HG02511	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02512.SG	HG02512	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02513.SG	HG02513	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02521.SG	HG02521	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	M	no
HG02522.SG	HG02522	1KGPhase3	0	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	F	no
HG02536.SG	HG02536	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02537.SG	HG02537	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02541.SG	HG02541	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02545.SG	HG02545	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02546.SG	HG02546	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02549.SG	HG02549	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02554.SG	HG02554	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02555.SG	HG02555	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02557.SG	HG02557	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	M	no
HG02558.SG	HG02558	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02561.SG	HG02561	1KGPhase3	0	GWD.SG	Western Divisions	Gambia	..	..	M	no
HG02562.SG	HG02562	1KGPhase3	0	GWD.SG	Western Divisions	Gambia	..	..	F	no
HG02568.SG	HG02568	1KGPhase3	0	GWD.SG	Western Divisions	Gambia	..	..	F	no
HG02570.SG	HG02570	1KGPhase3	0	GWD.SG	Western Divisions	Gambia	..	..	M	no
HG02571.SG	HG02571	1KGPhase3	0	GWD.SG	Western Divisions	Gambia	..	..	F	no
HG02573.SG	HG02573	1KGPhase3	0	GWD.SG	Western Divisions	Gambia	..	..	M	no
HG02574.SG	HG02574	1KGPhase3	0	GWD.SG	Western Divisions	Gambia	..	..	F	no
HG02577.SG	HG02577	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02580.SG	HG02580	1KGPhase3	0	ACB.SG	Afro-Caribbeans	Barbados	..	..	F	no
HG02582.SG	HG02582	1KGPhase3	0	GWD.SG	Western Divisions	Gambia	..	..	M	no
